activity_id,activity_name,designation,fullName,name,parkCode,states,url
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,African Burial Ground National Monument,African Burial Ground,afbg,NY,https://www.nps.gov/afbg/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Agate Fossil Beds National Monument,Agate Fossil Beds,agfo,NE,https://www.nps.gov/agfo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Alibates Flint Quarries National Monument,Alibates Flint Quarries,alfl,TX,https://www.nps.gov/alfl/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Trail,Ala Kahakai National Historic Trail,Ala Kahakai,alka,HI,https://www.nps.gov/alka/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Allegheny Portage Railroad National Historic Site,Allegheny Portage Railroad,alpo,PA,https://www.nps.gov/alpo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,Park,American Memorial Park,American Memorial,amme,MP,https://www.nps.gov/amme/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Andrew Johnson National Historic Site,Andrew Johnson,anjo,TN,https://www.nps.gov/anjo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Appomattox Court House National Historical Park,Appomattox Court House,apco,VA,https://www.nps.gov/apco/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Memorial,Arkansas Post National Memorial,Arkansas Post,arpo,AR,https://www.nps.gov/arpo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Seashore,Assateague Island National Seashore,Assateague Island,asis,"MD,VA",https://www.nps.gov/asis/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Aztec Ruins National Monument,Aztec Ruins,azru,NM,https://www.nps.gov/azru/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Bandelier National Monument,Bandelier,band,NM,https://www.nps.gov/band/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Bent's Old Fort National Historic Site,Bent's Old Fort,beol,CO,https://www.nps.gov/beol/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Recreation Area,Bighorn Canyon National Recreation Area,Bighorn Canyon,bica,"MT,WY",https://www.nps.gov/bica/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Preserve,Big Cypress National Preserve,Big Cypress,bicy,FL,https://www.nps.gov/bicy/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Battlefield,Big Hole National Battlefield,Big Hole,biho,MT,https://www.nps.gov/biho/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National River & Recreation Area,Big South Fork National River & Recreation Area,Big South Fork,biso,"KY,TN",https://www.nps.gov/biso/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,Parkway,Blue Ridge Parkway,Blue Ridge,blri,"NC,VA",https://www.nps.gov/blri/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Recreation Area,Boston Harbor Islands National Recreation Area,Boston Harbor Islands,boha,MA,https://www.nps.gov/boha/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Booker T Washington National Monument,Booker T Washington,bowa,VA,https://www.nps.gov/bowa/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Castle Clinton National Monument,Castle Clinton,cacl,NY,https://www.nps.gov/cacl/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Casa Grande Ruins National Monument,Casa Grande Ruins,cagr,AZ,https://www.nps.gov/cagr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Capitol Hill Parks,Capitol Hill Parks,cahi,DC,https://www.nps.gov/cahi/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Trail,Captain John Smith Chesapeake National Historic Trail,Captain John Smith Chesapeake,cajo,"VA,MD,DE,DC,PA,NY",https://www.nps.gov/cajo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Cane River Creole National Historical Park,Cane River Creole,cari,LA,https://www.nps.gov/cari/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Carl Sandburg Home National Historic Site,Carl Sandburg Home,carl,NC,https://www.nps.gov/carl/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Cedar Breaks National Monument,Cedar Breaks,cebr,UT,https://www.nps.gov/cebr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Memorial,Chamizal National Memorial,Chamizal,cham,TX,https://www.nps.gov/cham/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Christiansted National Historic Site,Christiansted,chri,VI,https://www.nps.gov/chri/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Little Rock Central High School National Historic Site,Little Rock Central High School,chsc,AR,https://www.nps.gov/chsc/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Colonial National Historical Park,Colonial,colo,VA,https://www.nps.gov/colo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Civil War Defenses of Washington,Civil War Defenses of Washington,cwdw,"DC,MD,VA",https://www.nps.gov/cwdw/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park & Preserve,Denali National Park & Preserve,Denali,dena,AK,https://www.nps.gov/dena/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Recreation Area,Delaware Water Gap National Recreation Area,Delaware Water Gap,dewa,"NJ,PA",https://www.nps.gov/dewa/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Trail,El Camino Real de Tierra Adentro National Historic Trail,El Camino Real de Tierra Adentro,elca,"NM,TX",https://www.nps.gov/elca/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,El Malpais National Monument,El Malpais,elma,NM,https://www.nps.gov/elma/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,El Morro National Monument,El Morro,elmo,NM,https://www.nps.gov/elmo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Eugene O'Neill National Historic Site,Eugene O'Neill,euon,CA,https://www.nps.gov/euon/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Memorial,Federal Hall National Memorial,Federal Hall,feha,NY,https://www.nps.gov/feha/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Seashore,Fire Island National Seashore,Fire Island,fiis,NY,https://www.nps.gov/fiis/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Fort Davis National Historic Site,Fort Davis,foda,TX,https://www.nps.gov/foda/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Fort Dupont Park,Fort Dupont Park,fodu,DC,https://www.nps.gov/fodu/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument and Historic Shrine,Fort McHenry National Monument and Historic Shrine,Fort McHenry,fomc,MD,https://www.nps.gov/fomc/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Fort Point National Historic Site,Fort Point,fopo,CA,https://www.nps.gov/fopo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Fort Raleigh National Historic Site,Fort Raleigh,fora,NC,https://www.nps.gov/fora/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Fort Stanwix National Monument,Fort Stanwix,fost,NY,https://www.nps.gov/fost/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Ford's Theatre,Ford's Theatre,foth,DC,https://www.nps.gov/foth/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Fort Vancouver National Historic Site,Fort Vancouver,fova,"OR,WA",https://www.nps.gov/fova/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Military Park,Gettysburg National Military Park,Gettysburg,gett,PA,https://www.nps.gov/gett/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,George Washington Birthplace National Monument,George Washington Birthplace,gewa,VA,https://www.nps.gov/gewa/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park & Preserve,Glacier Bay National Park & Preserve,Glacier Bay,glba,AK,https://www.nps.gov/glba/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,Park,Glen Echo Park,Glen Echo,glec,MD,https://www.nps.gov/glec/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Recreation Area,Golden Gate National Recreation Area,Golden Gate,goga,CA,https://www.nps.gov/goga/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Grant-Kohrs Ranch National Historic Site,Grant-Kohrs Ranch,grko,MT,https://www.nps.gov/grko/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Grand Portage National Monument,Grand Portage,grpo,MN,https://www.nps.gov/grpo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park & Preserve,Great Sand Dunes National Park & Preserve,Great Sand Dunes,grsa,CO,https://www.nps.gov/grsa/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Military Park,Guilford Courthouse National Military Park,Guilford Courthouse,guco,NC,https://www.nps.gov/guco/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,George Washington Carver National Monument,George Washington Carver,gwca,MO,https://www.nps.gov/gwca/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,Memorial Parkway,George Washington Memorial Parkway,George Washington,gwmp,"DC,MD,VA",https://www.nps.gov/gwmp/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Memorial,Hamilton Grange National Memorial,Hamilton Grange,hagr,NY,https://www.nps.gov/hagr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Hampton National Historic Site,Hampton,hamp,MD,https://www.nps.gov/hamp/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Hawaiʻi Volcanoes National Park,Hawaiʻi Volcanoes,havo,HI,https://www.nps.gov/havo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Herbert Hoover National Historic Site,Herbert Hoover,heho,IA,https://www.nps.gov/heho/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Military Park,Horseshoe Bend National Military Park,Horseshoe Bend,hobe,AL,https://www.nps.gov/hobe/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Hopewell Culture National Historical Park,Hopewell Culture,hocu,OH,https://www.nps.gov/hocu/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Hopewell Furnace National Historic Site,Hopewell Furnace,hofu,PA,https://www.nps.gov/hofu/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Homestead National Historical Park,Homestead,home,NE,https://www.nps.gov/home/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Hubbell Trading Post National Historic Site,Hubbell Trading Post,hutr,AZ,https://www.nps.gov/hutr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Iñupiat Heritage Center,Iñupiat Heritage Center,inup,AK,https://www.nps.gov/inup/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,New Orleans Jazz National Historical Park,New Orleans Jazz,jazz,LA,https://www.nps.gov/jazz/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park and Preserve,Jean Lafitte National Historical Park and Preserve,Jean Lafitte,jela,LA,https://www.nps.gov/jela/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Kaloko-Honokōhau National Historical Park,Kaloko-Honokōhau,kaho,HI,https://www.nps.gov/kaho/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Kenilworth Park & Aquatic Gardens,Kenilworth Park & Aquatic Gardens,keaq,DC,https://www.nps.gov/keaq/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Klondike Gold Rush National Historical Park,Klondike Gold Rush,klgo,AK,https://www.nps.gov/klgo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Knife River Indian Villages National Historic Site,Knife River Indian Villages,knri,ND,https://www.nps.gov/knri/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Memorial,Lincoln Boyhood National Memorial,Lincoln Boyhood,libo,IN,https://www.nps.gov/libo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Lincoln Home National Historic Site,Lincoln Home,liho,IL,https://www.nps.gov/liho/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Lower East Side Tenement Museum National Historic Site,Lower East Side Tenement Museum,loea,NY,https://www.nps.gov/loea/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Longfellow House Washington's Headquarters National Historic Site,Longfellow House Washington's Headquarters,long,MA,https://www.nps.gov/long/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Lowell National Historical Park,Lowell,lowe,MA,https://www.nps.gov/lowe/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Maine Acadian Culture,Maine Acadian Culture,maac,ME,https://www.nps.gov/maac/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Marsh - Billings - Rockefeller National Historical Park,Marsh - Billings - Rockefeller,mabi,VT,https://www.nps.gov/mabi/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,**********National Mall**********,**********National Mall**********,mall,DC,https://www.nps.gov/mall/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,"Martin Luther King, Jr. National Historical Park","Martin Luther King, Jr.",malu,GA,https://www.nps.gov/malu/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Martin Van Buren National Historic Site,Martin Van Buren,mava,NY,https://www.nps.gov/mava/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Montezuma Castle National Monument,Montezuma Castle,moca,AZ,https://www.nps.gov/moca/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Battlefield,Moores Creek National Battlefield,Moores Creek,mocr,NC,https://www.nps.gov/mocr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Morristown National Historical Park,Morristown,morr,NJ,https://www.nps.gov/morr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,National Mall and Memorial Parks,National Mall and Memorial Parks,nama,DC,https://www.nps.gov/nama/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Navajo National Monument,Navajo,nava,AZ,https://www.nps.gov/nava/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Nez Perce National Historical Park,Nez Perce,nepe,"ID,MT,OR,WA",https://www.nps.gov/nepe/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park & Preserve,New River Gorge National Park & Preserve,New River Gorge,neri,WV,https://www.nps.gov/neri/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,National Parks of New York Harbor,National Parks of New York Harbor,npnh,NY,https://www.nps.gov/npnh/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,National Park of American Samoa,National Park of American Samoa,npsa,AS,https://www.nps.gov/npsa/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Trail,Old Spanish National Historic Trail,Old Spanish,olsp,"AZ,CA,CO,NV,NM,UT",https://www.nps.gov/olsp/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Palo Alto Battlefield National Historical Park,Palo Alto Battlefield,paal,TX,https://www.nps.gov/paal/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Paterson Great Falls National Historical Park,Paterson Great Falls,pagr,NJ,https://www.nps.gov/pagr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Seashore,Padre Island National Seashore,Padre Island,pais,TX,https://www.nps.gov/pais/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Pecos National Historical Park,Pecos,peco,NM,https://www.nps.gov/peco/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,Memorial,Perry's Victory & International Peace Memorial,Perry's Victory & International Peace,pevi,OH,https://www.nps.gov/pevi/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Pipestone National Monument,Pipestone,pipe,MN,https://www.nps.gov/pipe/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Pipe Spring National Monument,Pipe Spring,pisp,AZ,https://www.nps.gov/pisp/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Presidio of San Francisco,Presidio of San Francisco,prsf,CA,https://www.nps.gov/prsf/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,Park,Prince William Forest Park,Prince William Forest,prwi,VA,https://www.nps.gov/prwi/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Puʻukoholā Heiau National Historic Site,Puʻukoholā Heiau,puhe,HI,https://www.nps.gov/puhe/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Puʻuhonua o Hōnaunau National Historical Park,Puʻuhonua o Hōnaunau,puho,HI,https://www.nps.gov/puho/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National and State Parks,Redwood National and State Parks,Redwood,redw,CA,https://www.nps.gov/redw/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Battlefield Park,River Raisin National Battlefield Park,River Raisin,rira,MI,https://www.nps.gov/rira/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,Park,Rock Creek Park,Rock Creek,rocr,DC,https://www.nps.gov/rocr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Memorial,Roger Williams National Memorial,Roger Williams,rowi,RI,https://www.nps.gov/rowi/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,San Antonio Missions National Historical Park,San Antonio Missions,saan,TX,https://www.nps.gov/saan/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Trail,Santa Fe National Historic Trail,Santa Fe,safe,"CO,KS,MO,NM,OK",https://www.nps.gov/safe/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,San Francisco Maritime National Historical Park,San Francisco Maritime,safr,CA,https://www.nps.gov/safr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Saint-Gaudens National Historical Park,Saint-Gaudens,saga,NH,https://www.nps.gov/saga/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Saguaro National Park,Saguaro,sagu,AZ,https://www.nps.gov/sagu/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Sagamore Hill National Historic Site,Sagamore Hill,sahi,NY,https://www.nps.gov/sahi/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,San Juan Island National Historical Park,San Juan Island,sajh,WA,https://www.nps.gov/sajh/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,San Juan National Historic Site,San Juan,saju,PR,https://www.nps.gov/saju/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Saint Paul's Church National Historic Site,Saint Paul's Church,sapa,NY,https://www.nps.gov/sapa/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Saratoga National Historical Park,Saratoga,sara,NY,https://www.nps.gov/sara/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Scotts Bluff National Monument,Scotts Bluff,scbl,NE,https://www.nps.gov/scbl/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Military Park,Shiloh National Military Park,Shiloh,shil,"TN,MS",https://www.nps.gov/shil/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Sitka National Historical Park,Sitka,sitk,AK,https://www.nps.gov/sitk/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Ste. Geneviève National Historical Park,Ste. Geneviève,stge,MO,https://www.nps.gov/stge/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Battlefield,Stones River National Battlefield,Stones River,stri,TN,https://www.nps.gov/stri/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Trail,Star-Spangled Banner National Historic Trail,Star-Spangled Banner,stsp,"DC,MD,VA",https://www.nps.gov/stsp/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Preserve,Tallgrass Prairie National Preserve,Tallgrass Prairie,tapr,KS,https://www.nps.gov/tapr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Thomas Cole National Historic Site,Thomas Cole,thco,NY,https://www.nps.gov/thco/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Theodore Roosevelt Inaugural National Historic Site,Theodore Roosevelt Inaugural,thri,NY,https://www.nps.gov/thri/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Monument,Emmett Till and Mamie Till-Mobley National Monument,Emmett Till and Mamie Till-Mobley,till,"IL,MS",https://www.nps.gov/till/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Touro Synagogue National Historic Site,Touro Synagogue,tosy,RI,https://www.nps.gov/tosy/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Trail,Trail Of Tears National Historic Trail,Trail Of Tears,trte,"AL,AR,GA,IL,KY,MO,NC,OK,TN",https://www.nps.gov/trte/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Tumacácori National Historical Park,Tumacácori,tuma,AZ,https://www.nps.gov/tuma/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Ulysses S Grant National Historic Site,Ulysses S Grant,ulsg,MO,https://www.nps.gov/ulsg/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Vanderbilt Mansion National Historic Site,Vanderbilt Mansion,vama,NY,https://www.nps.gov/vama/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Washita Battlefield National Historic Site,Washita Battlefield,waba,OK,https://www.nps.gov/waba/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historical Park,Weir Farm National Historical Park,Weir Farm,wefa,CT,https://www.nps.gov/wefa/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,The White House and President's Park,The White House and President's Park,whho,DC,https://www.nps.gov/whho/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Historic Site,Whitman Mission National Historic Site,Whitman Mission,whmi,WA,https://www.nps.gov/whmi/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Battlefield,Wilson's Creek National Battlefield,Wilson's Creek,wicr,MO,https://www.nps.gov/wicr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,,Wolf Trap National Park for the Performing Arts,Wolf Trap National Park for the Performing Arts,wotr,VA,https://www.nps.gov/wotr/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park & Preserve,Wrangell - St Elias National Park & Preserve,Wrangell - St Elias,wrst,AK,https://www.nps.gov/wrst/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
